bbm_id,bbm_name,spotrac,espn,bref,pipm,player_id,Draft,carmelo
3640,Anthony Davis,Anthony Davis,Anthony Davis,Anthony Davis,Anthony Davis,/players/d/davisan02.html,2012 (Pick 1),Anthony Davis
3001,James Harden,James Harden,James Harden,James Harden,James Harden,/players/h/hardeja01.html,2009 (Pick 3),James Harden
5052,Karl-Anthony Towns,Karl-Anthony Towns,Karl-Anthony Towns,Karl-Anthony Towns,Karl-Anthony Towns,/players/t/townska01.html,2015 (Pick 1),Karl-Anthony Towns
2718,Kevin Durant,Kevin Durant,Kevin Durant,Kevin Durant,Kevin Durant,/players/d/duranke01.html,2007 (Pick 2),Kevin Durant
3377,Kawhi Leonard,Kawhi Leonard,Kawhi Leonard,Kawhi Leonard,Kawhi Leonard,/players/l/leonaka01.html,2011 (Pick 15),Kawhi Leonard
2999,Stephen Curry,Stephen Curry,Stephen Curry,Stephen Curry,Stephen Curry,/players/c/curryst01.html,2009 (Pick 7),Stephen Curry
3930,Nikola Jokic,Nikola Jokic,Nikola Jokic,Nikola Jokic,Nikola Jokic,/players/j/jokicni01.html,2015 (Pick 41),Nikola Jokic
3701,Giannis Antetokounmpo,Giannis Antetokounmpo,Giannis Antetokounmpo,Giannis Antetokounmpo,Giannis Antetokounmpo,/players/a/antetgi01.html,2013 (Pick 15),Giannis Antetokounmpo
3542,Damian Lillard,Damian Lillard,Damian Lillard,Damian Lillard,Damian Lillard,/players/l/lillada01.html,2012 (Pick 6),Damian Lillard
3357,Jimmy Butler,Jimmy Butler,Jimmy Butler,Jimmy Butler,Jimmy Butler,/players/b/butleji01.html,2011 (Pick 30),Jimmy Butler
2011,LeBron James,LeBron James,LeBron James,LeBron James,LeBron James,/players/j/jamesle01.html,2003 (Pick 1),LeBron James
2464,Chris Paul,Chris Paul,Chris Paul,Chris Paul,Chris Paul,/players/p/paulch01.html,2005 (Pick 4),Chris Paul
2848,Kevin Love,Kevin Love,Kevin Love,Kevin Love,Kevin Love,/players/l/loveke01.html,2008 (Pick 5),Kevin Love
3111,Paul George,Paul George,Paul George,Paul George,Paul George,/players/g/georgpa01.html,2010 (Pick 10),Paul George
2872,Russell Westbrook,Russell Westbrook,Russell Westbrook,Russell Westbrook,Russell Westbrook,/players/w/westbru01.html,2008 (Pick 4),Russell Westbrook
3714,Victor Oladipo,Victor Oladipo,Victor Oladipo,Victor Oladipo,Victor Oladipo,/players/o/oladivi01.html,2013 (Pick 2),Victor Oladipo
3916,Joel Embiid,Joel Embiid,Joel Embiid,Joel Embiid,Joel Embiid,/players/e/embiijo01.html,2016 (Pick 3),Joel Embiid
3369,Kyrie Irving,Kyrie Irving,Kyrie Irving,Kyrie Irving,Kyrie Irving,/players/i/irvinky01.html,2011 (Pick 1),Kyrie Irving
5271,Ben Simmons,Ben Simmons,Ben Simmons,Ben Simmons,Ben Simmons,/players/s/simmobe01.html,2017 (Pick 1),Ben Simmons
3166,John Wall,John Wall,John Wall,John Wall,John Wall,/players/w/walljo01.html,2010 (Pick 1),John Wall
3729,Rudy Gobert,Rudy Gobert,Rudy Gobert,Rudy Gobert,Rudy Gobert,/players/g/goberru01.html,2013 (Pick 27),Rudy Gobert
3004,Jrue Holiday,Jrue Holiday,Jrue Holiday,Jrue Holiday,Jrue Holiday,/players/h/holidjr01.html,2009 (Pick 17),Jrue Holiday
2615,Kyle Lowry,Kyle Lowry,Kyle Lowry,Kyle Lowry,Kyle Lowry,/players/l/lowryky01.html,2006 (Pick 24),Kyle Lowry
3551,Khris Middleton,Khris Middleton,Khris Middleton,Khris Middleton,Khris Middleton,/players/m/middlkh01.html,2012 (Pick 39),Khris Middleton
5002,Devin Booker,Devin Booker,Devin Booker,Devin Booker,Devin Booker,/players/b/bookede01.html,2015 (Pick 13),Devin Booker
3114,Eric Bledsoe,Eric Bledsoe,Eric Bledsoe,Eric Bledsoe,Eric Bledsoe,/players/b/bledser01.html,2010 (Pick 18),Eric Bledsoe
2572,LaMarcus Aldridge,LaMarcus Aldridge,LaMarcus Aldridge,LaMarcus Aldridge,LaMarcus Aldridge,/players/a/aldrila01.html,2006 (Pick 2),LaMarcus Aldridge
3439,Bradley Beal,Bradley Beal,Bradley Beal,Bradley Beal,Bradley Beal,/players/b/bealbr01.html,2012 (Pick 3),Bradley Beal
3405,Kemba Walker,Kemba Walker,Kemba Walker,Kemba Walker,Kemba Walker,/players/w/walkeke02.html,2011 (Pick 9),Kemba Walker
5460,Donovan Mitchell,Donovan Mitchell,Donovan Mitchell,Donovan Mitchell,Donovan Mitchell,/players/m/mitchdo01.html,2017 (Pick 13),Donovan Mitchell
2711,Mike Conley,Mike Conley,Mike Conley,Mike Conley,Mike Conley,/players/c/conlemi01.html,2007 (Pick 4),Mike Conley
5043,Kristaps Porzingis,Kristaps Porzingis,Kristaps Porzingis,Kristaps Porzingis,Kristaps Porzingis,/players/p/porzikr01.html,2015 (Pick 4),Kristaps Porzingis
3464,Andre Drummond,Andre Drummond,Andre Drummond,Andre Drummond,Andre Drummond,/players/d/drumman01.html,2012 (Pick 9),Andre Drummond
3367,Tobias Harris,Tobias Harris,Tobias Harris,Tobias Harris,Tobias Harris,/players/h/harrito02.html,2011 (Pick 19),Tobias Harris
3731,Otto Porter,Otto Porter Jr.,Otto Porter Jr.,Otto Porter,Otto Porter,/players/p/porteot01.html,2013 (Pick 3),Otto Porter Jr.
5716,Deandre Ayton,Deandre Ayton,Deandre Ayton,Deandre Ayton,DeAndre Ayton,/players/a/aytonde01.html,2018 (Pick 1),Deandre Ayton
3404,Nikola Vucevic,Nikola Vucevic,Nikola Vucevic,Nikola Vucevic,Nikola Vucevic,/players/v/vucevni01.html,2011 (Pick 16),Nikola Vucevic
3487,Draymond Green,Draymond Green,Draymond Green,Draymond Green,Draymond Green,/players/g/greendr01.html,2012 (Pick 35),Draymond Green
5046,Josh Richardson,Josh Richardson,Josh Richardson,Josh Richardson,Josh Richardson,/players/r/richajo01.html,2015 (Pick 40),Josh Richardson
2722,Marc Gasol,Marc Gasol,Marc Gasol,Marc Gasol,Marc Gasol,/players/g/gasolma01.html,2007 (Pick 48),Marc Gasol
3908,Clint Capela,Clint Capela,Clint Capela,Clint Capela,Clint Capela,/players/c/capelca01.html,2014 (Pick 25),Clint Capela
5345,Jamal Murray,Jamal Murray,Jamal Murray,Jamal Murray,Jamal Murray,/players/m/murraja01.html,2016 (Pick 7),Jamal Murray
3162,Gordon Hayward,Gordon Hayward,Gordon Hayward,Gordon Hayward,Gordon Hayward,/players/h/haywago01.html,2010 (Pick 9),Gordon Hayward
3923,Gary Harris,Gary Harris,Gary Harris,Gary Harris,Gary Harris,/players/h/harriga01.html,2014 (Pick 19),Gary Harris
5465,John Collins,John Collins,John Collins,John Collins,John Collins,/players/c/collijo01.html,2017 (Pick 19),John Collins
3766,Robert Covington,Robert Covington,Robert Covington,Robert Covington,Robert Covington,/players/c/covinro01.html,,Robert Covington
3153,DeMarcus Cousins,DeMarcus Cousins,DeMarcus Cousins,DeMarcus Cousins,DeMarcus Cousins,/players/c/couside01.html,2010 (Pick 5),DeMarcus Cousins
3374,Enes Kanter,Enes Kanter,Enes Kanter,Enes Kanter,Enes Kanter,/players/k/kanteen01.html,2011 (Pick 3),Enes Kanter
2824,Danilo Gallinari,Danilo Gallinari,Danilo Gallinari,Danilo Gallinari,Danilo Gallinari,/players/g/gallida01.html,2008 (Pick 6),Danilo Gallinari
3021,Jeff Teague,Jeff Teague,Jeff Teague,Jeff Teague,Jeff Teague,/players/t/teaguje01.html,2009 (Pick 19),Jeff Teague
5412,Taurean Prince,Taurean Prince,Taurean Prince,Taurean Waller-Prince,Taurean Waller-Prince,/players/p/princta02.html,2016 (Pick 12),Taurean Prince
5053,Myles Turner,Myles Turner,Myles Turner,Myles Turner,Myles Turner,/players/t/turnemy01.html,2015 (Pick 11),Myles Turner
5454,Lauri Markkanen,Lauri Markkanen,Lauri Markkanen,Lauri Markkanen,Lauri Markkanen,/players/m/markkla01.html,2017 (Pick 7),Lauri Markkanen
5450,Jayson Tatum,Jayson Tatum,Jayson Tatum,Jayson Tatum,Jayson Tatum,/players/t/tatumja01.html,2017 (Pick 3),Jayson Tatum
3409,Nikola Mirotic,Nikola Mirotic,Nikola Mirotic,Nikola Mirotic,Nikola Mirotic,/players/m/mirotni01.html,2011 (Pick 23),Nikola Mirotic
3901,Kyle Anderson,Kyle Anderson,Kyle Anderson,Kyle Anderson,Kyle Anderson,/players/a/anderky01.html,2014 (Pick 30),Kyle Anderson
5468,Jarrett Allen,Jarrett Allen,Jarrett Allen,Jarrett Allen,Jarrett Allen,/players/a/allenja01.html,2017 (Pick 22),Jarrett Allen
2810,Nicolas Batum,Nicolas Batum,Nicolas Batum,Nicolas Batum,Nicolas Batum,/players/b/batumni01.html,2008 (Pick 25),Nicolas Batum
3402,Jonas Valanciunas,Jonas Valanciunas,Jonas Valanciunas,Jonas Valanciunas,Jonas Valanciunas,/players/v/valanjo01.html,2011 (Pick 5),Jonas Valanciunas
2730,Al Horford,Al Horford,Al Horford,Al Horford,Al Horford,/players/h/horfoal01.html,2007 (Pick 3),Al Horford
5364,Buddy Hield,Buddy Hield,Buddy Hield,Buddy Hield,Buddy Hield,/players/h/hieldbu01.html,2016 (Pick 6),Buddy Hield
5658,Luka Doncic,Luka Doncic,Luka Doncic,Luka Doncic,Luka Doncic,/players/d/doncilu01.html,2018 (Pick 3),Luka Doncic
3046,Ricky Rubio,Ricky Rubio,Ricky Rubio,Ricky Rubio,Ricky Rubio,/players/r/rubiori01.html,2009 (Pick 5),Ricky Rubio
3006,DeMar DeRozan,DeMar DeRozan,DeMar DeRozan,DeMar DeRozan,DeMar DeRozan,/players/d/derozde01.html,2009 (Pick 9),DeMar DeRozan
3399,Klay Thompson,Klay Thompson,Klay Thompson,Klay Thompson,Klay Thompson,/players/t/thompkl01.html,2011 (Pick 11),Klay Thompson
3723,C.J. McCollum,C.J. McCollum,CJ McCollum,C.J. McCollum,C.J. McCollum,/players/m/mccolcj01.html,2013 (Pick 10),CJ McCollum
5036,Larry Nance Jr.,Larry Nance Jr.,Larry Nance Jr.,Larry Nance,Larry Nance,/players/n/nancela02.html,2015 (Pick 27),Larry Nance Jr.
5342,Kris Dunn,Kris Dunn,Kris Dunn,Kris Dunn,Kris Dunn,/players/d/dunnkr01.html,2016 (Pick 5),Kris Dunn
3154,Hassan Whiteside,Hassan Whiteside,Hassan Whiteside,Hassan Whiteside,Hassan Whiteside,/players/w/whiteha01.html,2010 (Pick 33),Hassan Whiteside
2846,Brook Lopez,Brook Lopez,Brook Lopez,Brook Lopez,Brook Lopez,/players/l/lopezbr01.html,2008 (Pick 10),Brook Lopez
3000,Tyreke Evans,Tyreke Evans,Tyreke Evans,Tyreke Evans,Tyreke Evans,/players/e/evansty01.html,2009 (Pick 4),Tyreke Evans
3436,Will Barton,Will Barton,Will Barton,Will Barton,Will Barton,/players/b/bartowi01.html,2012 (Pick 40),Will Barton
3537,Jeremy Lamb,Jeremy Lamb,Jeremy Lamb,Jeremy Lamb,Jeremy Lamb,/players/l/lambje01.html,2012 (Pick 12),Jeremy Lamb
2997,Blake Griffin,Blake Griffin,Blake Griffin,Blake Griffin,Blake Griffin,/players/g/griffbl01.html,2009 (Pick 1),Blake Griffin
2491,Lou Williams,Louis Williams,Lou Williams,Lou Williams,Lou Williams,/players/w/willilo02.html,2005 (Pick 45),Lou Williams
5301,Dejounte Murray,Dejounte Murray,Dejounte Murray,Dejounte Murray,Dejounte Murray,/players/m/murrade01.html,2016 (Pick 29),Dejounte Murray
3242,Joe Ingles,Joe Ingles,Joe Ingles,Joe Ingles,Joe Ingles,/players/i/inglejo01.html,2009,Joe Ingles
5453,Jonathan Isaac,Jonathan Isaac,Jonathan Isaac,Jonathan Isaac,Jonathan Isaac,/players/i/isaacjo01.html,2017 (Pick 6),Jonathan Isaac
3941,Jabari Parker,Jabari Parker,Jabari Parker,Jabari Parker,Jabari Parker,/players/p/parkeja01.html,2014 (Pick 2),Jabari Parker
5449,Lonzo Ball,Lonzo Ball,Lonzo Ball,Lonzo Ball,Lonzo Ball,/players/b/balllo01.html,2017 (Pick 2),Lonzo Ball
3939,Jusuf Nurkic,Jusuf Nurkic,Jusuf Nurkic,Jusuf Nurkic,Jusuf Nurkic,/players/n/nurkiju01.html,2014 (Pick 16),Jusuf Nurkic
2841,DeAndre Jordan,DeAndre Jordan,DeAndre Jordan,DeAndre Jordan,DeAndre Jordan,/players/j/jordade01.html,2008 (Pick 35),DeAndre Jordan
2600,Rudy Gay,Rudy Gay,Rudy Gay,Rudy Gay,Rudy Gay,/players/g/gayru01.html,2006 (Pick 8),Rudy Gay
5698,Jaren Jackson,Jaren Jackson Jr.,Jaren Jackson Jr.,Jaren Jackson,Jaren Jackson,/players/j/jacksja02.html,2018 (Pick 4),Jaren Jackson Jr.
3920,Aaron Gordon,Aaron Gordon,Aaron Gordon,Aaron Gordon,Aaron Gordon,/players/g/gordoaa01.html,2014 (Pick 4),Aaron Gordon
5048,D'Angelo Russell,D'Angelo Russell,D'Angelo Russell,D'Angelo Russell,D'Angelo Russell,/players/r/russeda01.html,2015 (Pick 2),D'Angelo Russell
3709,Tim Hardaway Jr.,Tim Hardaway Jr.,Tim Hardaway Jr.,Tim Hardaway,Tim Hardaway,/players/h/hardati02.html,2013 (Pick 24),Tim Hardaway Jr.
3020,Darren Collison,Darren Collison,Darren Collison,Darren Collison,Darren Collison,/players/c/collida01.html,2009 (Pick 21),Darren Collison
3948,Dario Saric,Dario Saric,Dario Saric,Dario Saric,Dario Saric,/players/s/saricda01.html,2016 (Pick 12),Dario Saric
3774,Dewayne Dedmon,Dewayne Dedmon,Dewayne Dedmon,Dewayne Dedmon,Dewayne Dedmon,/players/d/dedmode01.html,,Dewayne Dedmon
3475,Evan Fournier,Evan Fournier,Evan Fournier,Evan Fournier,Evan Fournier,/players/f/fournev01.html,2012 (Pick 20),Evan Fournier
2621,Paul Millsap,Paul Millsap,Paul Millsap,Paul Millsap,Paul Millsap,/players/m/millspa01.html,2006 (Pick 47),Paul Millsap
5020,Rondae Hollis-Jefferson,Rondae Hollis-Jefferson,Rondae Hollis-Jefferson,Rondae Hollis-Jefferson,Rondae Hollis-Jefferson,/players/h/holliro01.html,2015 (Pick 23),Rondae Hollis-Jefferson
3932,Zach LaVine,Zach LaVine,Zach LaVine,Zach LaVine,Zach LaVine,/players/l/lavinza01.html,2014 (Pick 13),Zach LaVine
2851,JaVale McGee,JaVale McGee,JaVale McGee,JaVale McGee,JaVale McGee,/players/m/mcgeeja01.html,2008 (Pick 18),JaVale McGee
3032,Patrick Beverley,Patrick Beverley,Patrick Beverley,Patrick Beverley,Patrick Beverley,/players/b/beverpa01.html,2009 (Pick 42),Patrick Beverley
5675,Wendell Carter,Wendell Carter Jr.,Wendell Carter Jr.,Wendell Carter,Wendell Carter,/players/c/cartewe01.html,2018 (Pick 7),Wendell Carter Jr.
3722,Allen Crabbe,Allen Crabbe,Allen Crabbe,Allen Crabbe,Allen Crabbe,/players/c/crabbal01.html,2013 (Pick 31),Allen Crabbe
2370,Trevor Ariza,Trevor Ariza,Trevor Ariza,Trevor Ariza,Trevor Ariza,/players/a/arizatr01.html,2004 (Pick 43),Trevor Ariza
5014,Montrezl Harrell,Montrezl Harrell,Montrezl Harrell,Montrezl Harrell,Montrezl Harrell,/players/h/harremo01.html,2015 (Pick 32),Montrezl Harrell
3946,Julius Randle,Julius Randle,Julius Randle,Julius Randle,Julius Randle,/players/r/randlju01.html,2014 (Pick 7),Julius Randle
2631,J.J. Redick,J.J. Redick,JJ Redick,J.J. Redick,J.J. Redick,/players/r/redicjj01.html,2006 (Pick 11),JJ Redick
3904,Bogdan Bogdanovic,Bogdan Bogdanovic,Bogdan Bogdanovic,Bogdan Bogdanovic,Bogdan Bogdanovic,/players/b/bogdabo01.html,2014 (Pick 27),Bogdan Bogdanovic
3218,Jeremy Lin,Jeremy Lin,Jeremy Lin,Jeremy Lin,Jeremy Lin,/players/l/linje01.html,,Jeremy Lin
5018,Mario Hezonja,Mario Hezonja,Mario Hezonja,Mario Hezonja,Mario Hezonja,/players/h/hezonma01.html,2015 (Pick 5),Mario Hezonja
3015,Serge Ibaka,Serge Ibaka,Serge Ibaka,Serge Ibaka,Serge Ibaka,/players/i/ibakase01.html,2008 (Pick 24),Serge Ibaka
5484,Jordan Bell,Jordan Bell,Jordan Bell,Jordan Bell,Jordan Bell,/players/b/belljo01.html,2017 (Pick 38),Jordan Bell
5308,Malcolm Brogdon,Malcolm Brogdon,Malcolm Brogdon,Malcolm Brogdon,Malcolm Brogdon,/players/b/brogdma01.html,2016 (Pick 36),Malcolm Brogdon
2836,George Hill,George Hill,George Hill,George Hill,George Hill,/players/h/hillge01.html,2008 (Pick 26),George Hill
3132,Derrick Favors,Derrick Favors,Derrick Favors,Derrick Favors,Derrick Favors,/players/f/favorde01.html,2010 (Pick 3),Derrick Favors
5425,Caris LeVert,Caris LeVert,Caris LeVert,Caris LeVert,Caris LeVert,/players/l/leverca01.html,2016 (Pick 20),Caris LeVert
5360,Brandon Ingram,Brandon Ingram,Brandon Ingram,Brandon Ingram,Brandon Ingram,/players/i/ingrabr01.html,2016 (Pick 2),Brandon Ingram
5004,Willie Cauley-Stein,Willie Cauley-Stein,Willie Cauley-Stein,Willie Cauley-Stein,Willie Cauley-Stein,/players/c/caulewi01.html,2015 (Pick 6),Willie Cauley-Stein
3499,Moe Harkless,Maurice Harkless,Maurice Harkless,Maurice Harkless,Maurice Harkless,/players/h/harklma01.html,2012 (Pick 15),Maurice Harkless
3113,Al-Farouq Aminu,Al-Farouq Aminu,Al-Farouq Aminu,Al-Farouq Aminu,Al-Farouq Aminu,/players/a/aminual01.html,2010 (Pick 8),Al-Farouq Aminu
5354,Pascal Siakam,Pascal Siakam,Pascal Siakam,Pascal Siakam,Pascal Siakam,/players/s/siakapa01.html,2016 (Pick 27),Pascal Siakam
3435,Harrison Barnes,Harrison Barnes,Harrison Barnes,Harrison Barnes,Harrison Barnes,/players/b/barneha02.html,2012 (Pick 7),Harrison Barnes
3711,Steven Adams,Steven Adams,Steven Adams,Steven Adams,Steven Adams,/players/a/adamsst01.html,2013 (Pick 12),Steven Adams
3677,Kelly Olynyk,Kelly Olynyk,Kelly Olynyk,Kelly Olynyk,Kelly Olynyk,/players/o/olynyke01.html,2013 (Pick 13),Kelly Olynyk
5356,Fred VanVleet,Fred VanVleet,Fred VanVleet,Fred VanVleet,Fred VanVleet,/players/v/vanvlfr01.html,2016,Fred VanVleet
2819,Goran Dragic,Goran Dragic,Goran Dragic,Goran Dragic,Goran Dragic,/players/d/dragigo01.html,2008 (Pick 45),Goran Dragic
5038,Cedi Osman,Cedi Osman,Cedi Osman,Cedi Osman,Cedi Osman,/players/o/osmande01.html,2015 (Pick 31),Cedi Osman
3011,Taj Gibson,Taj Gibson,Taj Gibson,Taj Gibson,Taj Gibson,/players/g/gibsota01.html,2009 (Pick 26),Taj Gibson
3925,Rodney Hood,Rodney Hood,Rodney Hood,Rodney Hood,Rodney Hood,/players/h/hoodro01.html,2014 (Pick 23),Rodney Hood
2769,Thaddeus Young,Thaddeus Young,Thaddeus Young,Thaddeus Young,Thaddeus Young,/players/y/youngth01.html,2007 (Pick 12),Thaddeus Young
3957,Andrew Wiggins,Andrew Wiggins,Andrew Wiggins,Andrew Wiggins,Andrew Wiggins,/players/w/wiggian01.html,2014 (Pick 1),Andrew Wiggins
5664,Trae Young,Trae Young,Trae Young,Trae Young,Trae Young,/players/y/youngtr01.html,2018 (Pick 5),Trae Young
3944,Elfrid Payton,Elfrid Payton,Elfrid Payton,Elfrid Payton,Elfrid Payton,/players/p/paytoel01.html,2014 (Pick 10),Elfrid Payton
2828,Eric Gordon,Eric Gordon,Eric Gordon,Eric Gordon,Eric Gordon,/players/g/gordoer01.html,2008 (Pick 7),Eric Gordon
2293,Dwight Howard,Dwight Howard,Dwight Howard,Dwight Howard,Dwight Howard,/players/h/howardw01.html,2004 (Pick 1),Dwight Howard
5448,Markelle Fultz,Markelle Fultz,Markelle Fultz,Markelle Fultz,Markelle Fultz,/players/f/fultzma01.html,2017 (Pick 1),Markelle Fultz
5706,Mitchell Robinson,Mitchell Robinson,Mitchell Robinson,Mitchell Robinson,Mitchell Robinson,/players/r/robinmi01.html,2018 (Pick 36),Mitchell Robinson
3914,Spencer Dinwiddie,Spencer Dinwiddie,Spencer Dinwiddie,Spencer Dinwiddie,Spencer Dinwiddie,/players/d/dinwisp01.html,2014 (Pick 38),Spencer Dinwiddie
2809,D.J. Augustin,D.J. Augustin,D.J. Augustin,D.J. Augustin,D.J. Augustin,/players/a/augusdj01.html,2008 (Pick 9),D.J. Augustin
3029,James Johnson,James Johnson,James Johnson,James Johnson,James Johnson,/players/j/johnsja01.html,2009 (Pick 16),James Johnson
3678,Cody Zeller,Cody Zeller,Cody Zeller,Cody Zeller,Cody Zeller,/players/z/zelleco01.html,2013 (Pick 4),Cody Zeller
5459,Luke Kennard,Luke Kennard,Luke Kennard,Luke Kennard,Luke Kennard,/players/k/kennalu01.html,2017 (Pick 12),Luke Kennard
3728,Trey Burke,Trey Burke,Trey Burke,Trey Burke,Trey Burke,/players/b/burketr01.html,2013 (Pick 9),Trey Burke
3689,Kentavious Caldwell-Pope,Kentavious Caldwell-Pope,Kentavious Caldwell-Pope,Kentavious Caldwell-Pope,Kentavious Caldwell-Pope,/players/c/caldwke01.html,2013 (Pick 8),Kentavious Caldwell-Pope
5473,Kyle Kuzma,Kyle Kuzma,Kyle Kuzma,Kyle Kuzma,Kyle Kuzma,/players/k/kuzmaky01.html,2017 (Pick 27),Kyle Kuzma
3438,Kent Bazemore,Kent Bazemore,Kent Bazemore,Kent Bazemore,Kent Bazemore,/players/b/bazemke01.html,,Kent Bazemore
5452,De'Aaron Fox,De'Aaron Fox,De'Aaron Fox,De'Aaron Fox,De'Aaron Fox,/players/f/foxde01.html,2017 (Pick 5),De'Aaron Fox
5266,Jaylen Brown,Jaylen Brown,Jaylen Brown,Jaylen Brown,Jaylen Brown,/players/b/brownja02.html,2016 (Pick 3),Jaylen Brown
5456,Dennis Smith Jr.,Dennis Smith Jr.,Dennis Smith Jr.,Dennis Smith,Dennis Smith,/players/s/smithde03.html,2017 (Pick 9),Dennis Smith Jr.
5476,Josh Hart,Josh Hart,Josh Hart,Josh Hart,Josh Hart,/players/h/hartjo01.html,2017 (Pick 30),Josh Hart
5355,Jakob Poeltl,Jakob Poeltl,Jakob Poeltl,Jakob Poeltl,Jakob Poeltl,/players/p/poeltja01.html,2016 (Pick 9),Jakob Poeltl
5058,Delon Wright,Delon Wright,Delon Wright,Delon Wright,Delon Wright,/players/w/wrighde01.html,2015 (Pick 20),Delon Wright
1831,Dirk Nowitzki,Dirk Nowitzki,Dirk Nowitzki,Dirk Nowitzki,Dirk Nowitzki,/players/n/nowitdi01.html,,Dirk Nowitzki
3388,Markieff Morris,Markieff Morris,Markieff Morris,Markieff Morris,Markieff Morris,/players/m/morrima02.html,2011 (Pick 13),Markieff Morris
5469,O.G. Anunoby,OG Anunoby,OG Anunoby,OG Anunoby,OG Anunoby,/players/a/anunoog01.html,2017 (Pick 23),OG Anunoby
3354,Bojan Bogdanovic,Bojan Bogdanovic,Bojan Bogdanovic,Bojan Bogdanovic,Bojan Bogdanovic,/players/b/bogdabo02.html,2011 (Pick 31),Bojan Bogdanovic
5017,Willy Hernangomez,Willy Hernangomez,Willy Hernangomez,Willy Hernangomez,Willy Hernangomez,/players/h/hernawi01.html,2015 (Pick 35),Willy Hernangomez
2492,Marvin Williams,Marvin Williams,Marvin Williams,Marvin Williams,Marvin Williams,/players/w/willima02.html,2005 (Pick 2),Marvin Williams
2003,Carmelo Anthony,Carmelo Anthony,Carmelo Anthony,Carmelo Anthony,Carmelo Anthony,/players/a/anthoca01.html,2003 (Pick 3),Carmelo Anthony
3370,Reggie Jackson,Reggie Jackson,Reggie Jackson,Reggie Jackson,Reggie Jackson,/players/j/jacksre01.html,2011 (Pick 24),Reggie Jackson
5042,Bobby Portis,Bobby Portis,Bobby Portis,Bobby Portis,Bobby Portis,/players/p/portibo01.html,2015 (Pick 22),Bobby Portis
3674,Dennis Schroder,Dennis Schröder,Dennis Schroder,Dennis Schroder,Dennis Schroder,/players/s/schrode01.html,2013 (Pick 17),Dennis Schroder
3949,Marcus Smart,Marcus Smart,Marcus Smart,Marcus Smart,Marcus Smart,/players/s/smartma01.html,2014 (Pick 6),Marcus Smart
3089,Wesley Matthews,Wesley Matthews,Wesley Matthews,Wesley Matthews,Wesley Matthews,/players/m/matthwe02.html,,Wesley Matthews
3047,Danny Green,Danny Green,Danny Green,Danny Green,Danny Green,/players/g/greenda02.html,2009 (Pick 46),Danny Green
3010,DeMarre Carroll,DeMarre Carroll,DeMarre Carroll,DeMarre Carroll,DeMarre Carroll,/players/c/carrode01.html,2009 (Pick 27),DeMarre Carroll
5458,Malik Monk,Malik Monk,Malik Monk,Malik Monk,Malik Monk,/players/m/monkma01.html,2017 (Pick 11),Malik Monk
3397,Isaiah Thomas,Isaiah Thomas,Isaiah Thomas,Isaiah Thomas,Isaiah Thomas,/players/t/thomais02.html,2011 (Pick 60),Isaiah Thomas
5433,Domantas Sabonis,Domantas Sabonis,Domantas Sabonis,Domantas Sabonis,Domantas Sabonis,/players/s/sabondo01.html,2016 (Pick 11),Domantas Sabonis
